CSubType,NumHouse,AvgSzHouse,AvgAge,CMainType,DemCatholic,DemProtestant,DemOthReligion,DemNoReligion,DemMarried,DemCohabitation,DemOtherRelation,DemSingles,DemNoChild,DemWithChild,DemHiLeEdu,DemMiLeEdu,DemLoLeEdu,DemHiStatus,DemEntrepreneur,DemFarmer,DemMidManager,DemSkilledLab,DemUnskilledLab,DemSocClassA,DemSocClassB1,DemSocClassB2,DemSocClassC,DemSocClassD,DemRenter,DemHomeOwner,Dem1Car,Dem2Car,Dem0Car,DemPubHthInsur,DemPrivHthInsur,DemLowestInc,DemLowInc,DemMidInc,DemHighInc,DemHighestInc,DemAvgIncome,DemPurchPowerC,ContrPrivIns,ContrPrivInsFirm,ContrPrivInsAgr,ContrCarPol,ContrDeVanPol,ContrMotPol,ContrLorPol,ContrTrailPol,ContrTractPol,ContrAgrMacPol,ContrMopPol,ContrLifePol,ContrPrivAccPol,ContrFamAccPol,ContrDisPol,ContrFirePol,ContrSurfPol,ContrBoatPol,ContrBicPol,ContrProPol,ContrSSPol,NumPrivIns,NumPrivInsFirm,NumPrivInsAgr,NumCarPol,NumDeVanPol,NumMotPol,NumLorPol,NumTrailPol,NumTractPol,NumAgrMacPol,NumMopPol,NumLifePol,NumPrivAccPol,NumFamAccPol,NumDisPol,NumFirePol,NumSurfPol,NumBoatPol,NumBicPol,NumProPol,NumSSPol,MoHoPol
40,1,2,5.830877314357184,10,0,6,0,3,6,0,3,3,3,4,0,2,5,0,0,2,3,0,1,0,2,4,2,3,0,9,4,3,3,4,5,6,0,3,0,0,3.5999999999999996,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,3,4.079573534942166,5,1,4,2,4,7,1,1,1,7,6,5,2,7,0,0,0,3,5,3,0,1,1,6,3,8,1,5,1,4,7,2,2,5,2,1,0,3.5999999999999996,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,3,4.758824416163609,2,2,1,1,6,9,1,0,0,2,7,5,2,1,7,0,0,1,1,1,5,1,2,1,0,0,9,8,1,0,1,8,0,1,7,2,0,7.199999999999999,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,4,5.696322862080324,10,1,4,1,5,6,0,3,0,3,6,0,7,3,2,0,2,0,0,3,4,2,3,1,1,0,9,6,1,2,6,3,0,1,8,0,0,6.0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,4.2787998123854605,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,4,4,0,0,4.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,3,3.7913316287795342,7,1,2,2,5,5,2,3,1,3,6,1,3,6,0,0,0,3,3,3,0,1,2,6,1,8,1,5,1,4,8,1,3,5,2,1,0,3.5999999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,4,4.687331554267643,3,0,6,1,2,8,0,1,1,1,7,2,2,6,1,0,0,4,4,2,1,3,0,6,1,2,7,8,1,0,7,2,2,2,4,0,0,3.5999999999999996,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,6.857898825291343,9,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,2,5,2,0,0,5,3,0,5,3,2,4,7,2,5,0,4,0,0,2.4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,5.553569531067794,8,0,6,1,2,7,1,2,1,4,4,1,2,6,1,0,1,3,2,4,1,1,2,6,1,5,4,5,2,3,6,3,2,10,2,1,0,3.5999999999999996,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,4.742699999382211,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,4,4,2,0,6.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,1,2,5.082112312993141,8,0,4,2,4,3,2,4,4,4,2,0,5,4,0,0,0,7,0,2,0,4,0,4,0,7,2,7,0,2,9,0,4,5,0,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,4.870965884870216,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,5,0,0,2,0,4,9,9,0,0,4,5,0,5,4,0,0,4.8,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,4.148337825665607,3,0,3,0,6,7,0,2,2,2,6,2,5,3,1,0,0,6,0,2,1,2,4,3,0,6,3,5,1,3,8,1,2,6,2,0,0,3.5999999999999996,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,3,4.241029301096655,10,0,7,1,2,5,1,4,4,4,2,0,2,7,2,0,1,3,3,2,1,1,2,5,2,4,5,4,1,5,7,2,6,1,2,0,0,2.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,5.0212591636902335,9,0,6,2,1,7,0,2,2,4,3,2,4,4,1,2,2,2,3,1,4,2,0,4,0,3,6,5,2,2,7,2,5,3,1,0,0,6.0,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,3.727589983396313,8,0,3,2,5,5,2,3,3,4,3,0,4,5,0,0,0,5,4,0,0,3,0,6,0,7,5,9,0,0,9,0,3,6,0,0,0,3.5999999999999996,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,1,4.233724278336193,9,0,6,0,3,2,2,6,7,2,0,5,0,0,2,0,0,2,2,4,0,3,6,0,0,9,0,2,0,6,2,7,8,0,0,0,0,2.4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,3,3.194904818969491,10,1,3,0,5,6,1,2,2,3,5,2,4,4,2,0,2,0,2,2,3,0,3,3,0,2,7,5,3,1,3,6,4,0,4,2,0,6.0,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,5.188475761018102,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3.5999999999999996,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,4.343310654372587,2,1,5,0,5,8,1,1,0,4,5,1,5,3,3,0,0,4,3,1,1,2,4,3,0,2,7,6,3,0,5,4,2,3,5,1,0,4.8,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,4,4.739690958728563,10,1,1,5,3,9,0,0,0,1,8,0,6,3,1,0,2,3,0,0,3,1,6,0,0,0,9,6,3,0,9,0,1,6,3,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,2,3.489958788014748,5,0,5,1,4,2,1,6,3,4,2,2,5,2,1,1,1,7,2,1,1,4,1,4,1,8,1,6,1,3,7,2,3,6,1,1,0,3.5999999999999996,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1,5.779461770843462,7,1,5,0,4,6,0,3,8,0,3,0,4,5,2,0,0,3,3,3,3,0,0,0,5,6,3,4,2,4,7,2,3,3,2,1,0,4.8,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,3,4.806294620195038,3,0,4,2,4,7,1,2,0,0,9,0,7,0,1,0,0,7,3,3,0,0,0,9,0,5,4,7,1,1,8,1,1,6,2,1,0,4.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.540287944035695,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,1,3,3,2,3,6,7,2,1,5,4,3,2,3,2,0,4.8,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,6.223280913255371,8,1,4,0,6,7,0,2,5,3,2,0,2,7,2,1,1,3,2,2,0,0,3,6,0,3,6,6,2,1,4,5,6,2,0,2,0,3.5999999999999996,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,3.8016078750479547,10,0,5,0,5,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,2,0,2,5,0,4,5,7,5,0,5,4,2,2,3,2,0,6.0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,6.0841982440435425,8,0,5,0,4,10,0,2,2,2,6,0,2,7,0,2,2,0,6,0,1,0,2,6,0,2,14,4,4,2,8,1,5,2,3,0,0,3.5999999999999996,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.210303040221995,8,2,4,3,2,9,0,0,0,4,5,3,4,3,5,0,0,4,0,0,5,2,0,3,0,3,6,5,4,0,3,6,0,5,2,2,0,6.0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,6.198393517177487,6,2,2,4,0,4,0,5,7,2,1,2,2,6,3,0,0,3,2,3,1,1,4,2,3,8,1,2,0,6,5,4,4,1,4,2,0,3.5999999999999996,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,3,5.990817646614861,1,1,5,1,3,6,1,2,0,4,5,5,1,1,5,0,0,1,1,4,4,1,4,1,1,4,9,7,2,1,5,4,0,1,5,2,0,7.199999999999999,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,5.48224255277778,8,0,2,0,8,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,0,0,6,7,2,9,0,7,2,0,9,0,5,4,0,0,0,3.5999999999999996,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,1,2,5.217802339748726,8,0,9,1,4,4,2,3,3,5,2,2,5,2,2,1,1,6,1,1,2,3,2,10,0,8,1,6,1,3,7,2,3,5,1,1,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,1,4.475588435928582,8,0,6,1,2,2,2,6,5,3,2,2,5,2,2,0,0,4,1,3,2,2,3,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,4.253104308654445,5,2,4,5,4,4,1,5,5,2,3,3,2,4,2,0,0,3,2,2,2,1,2,4,1,8,1,6,0,3,6,3,5,3,2,0,0,3.5999999999999996,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,4,4.4612391626539045,7,2,7,0,1,6,1,3,2,1,7,0,4,5,2,1,0,3,2,4,1,2,3,4,1,0,9,5,2,3,7,2,2,4,4,1,0,6.0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,4,3.7450530295964106,2,2,3,3,2,9,0,0,0,0,9,2,3,4,2,0,0,6,2,0,0,2,4,4,0,2,7,9,0,0,9,0,0,0,4,2,0,7.199999999999999,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.256170605694278,8,0,6,2,1,6,0,3,2,3,4,1,2,7,2,0,2,2,1,5,1,2,2,5,1,1,8,7,0,2,7,2,0,5,4,0,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12,1,3,5.193311005927126,3,2,1,1,5,6,2,0,0,4,5,5,3,2,5,0,0,3,1,2,4,3,1,2,0,0,9,6,3,0,2,7,0,3,4,2,0,7.199999999999999,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,5.228259185403218,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,2,3.5020381531821583,5,0,1,3,7,2,2,5,5,0,4,0,0,9,0,0,0,0,3,6,0,0,0,3,5,9,0,5,1,3,8,1,5,4,0,0,0,2.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,5.48746588935345,8,0,5,4,1,6,1,2,2,5,2,1,1,8,1,0,0,3,5,2,1,1,1,8,0,4,5,7,0,2,8,1,4,4,2,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10,1,4,4.198472409895459,3,2,5,0,1,9,0,0,0,3,6,2,5,5,2,1,0,3,3,2,1,3,3,3,5,2,7,8,0,1,6,2,1,4,3,2,0,7.199999999999999,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,1,4,5.652813504887737,8,0,4,1,4,6,1,3,1,5,3,1,5,3,1,0,1,2,1,5,1,1,5,3,1,3,6,4,0,5,7,2,3,3,1,2,0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,3,4.770802219987971,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,2,4.946164504635655,5,0,5,2,2,9,0,0,0,6,3,5,0,2,3,2,0,0,0,2,5,0,2,2,0,0,9,9,0,0,2,7,0,2,5,2,0,7.199999999999999,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2,6.427814395152903,1,0,4,0,5,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,5,0,2,2,0,6,3,7,2,0,3,6,2,4,4,1,0,6.0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,2.2980977699816645,8,0,2,4,4,8,1,1,1,4,5,0,5,4,0,0,0,4,1,5,0,3,2,4,0,5,4,8,1,0,9,0,8,1,1,0,0,2.4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,3,4.438662003557794,3,0,5,0,4,7,2,0,0,2,7,2,3,3,2,0,0,4,2,2,2,2,4,2,1,8,1,9,0,0,5,4,2,4,3,2,0,6.0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,2,5.670510699782014,7,1,6,0,2,7,0,2,0,5,4,0,0,9,8,2,0,3,2,2,0,0,0,5,4,9,0,6,0,3,7,2,1,4,4,0,0,4.8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,1,5.674859672914065,5,2,4,2,5,7,1,2,8,0,1,5,4,0,1,0,0,3,3,3,0,4,1,3,0,8,1,7,1,2,6,3,3,5,1,0,0,3.5999999999999996,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,2,5.725197695247312,7,0,3,0,6,2,0,6,6,0,3,0,3,7,4,0,0,0,0,5,0,2,0,7,0,6,3,3,0,6,7,2,7,0,2,0,0,2.4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,1,3.7987565265490817,6,1,3,1,5,2,1,6,5,4,0,1,2,6,4,0,0,0,2,4,2,0,2,3,4,9,0,3,0,6,7,2,6,3,0,0,0,2.4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,4,2.00111109313875,3,1,2,1,6,7,2,0,0,2,7,2,5,2,3,1,0,4,2,0,2,4,2,2,0,0,9,7,1,2,6,3,1,5,3,1,0,4.8,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,6.034029586346681,1,0,9,0,0,9,0,0,0,7,2,5,3,0,6,2,0,2,0,0,5,2,0,0,0,0,9,9,0,0,0,8,2,3,3,2,0,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
27,1,2,6.613770855789909,6,0,4,2,3,5,0,4,4,2,4,0,0,9,0,0,2,2,3,3,0,0,2,4,5,9,0,7,0,2,9,0,2,7,0,0,0,3.5999999999999996,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,2,6.375455857627253,7,2,2,2,4,6,0,3,3,4,2,0,1,8,1,0,0,1,4,5,0,1,1,4,5,9,0,4,3,3,9,0,1,8,0,0,0,3.5999999999999996,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,1,2,6.167570105800991,1,1,5,0,4,4,2,4,4,4,2,2,4,4,3,0,0,4,1,2,3,2,3,3,0,6,3,7,1,2,6,2,3,3,4,1,0,4.8,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,7.162259597505667,9,0,4,1,5,6,0,3,3,3,4,0,1,8,0,0,0,4,0,5,0,1,2,6,2,9,0,5,0,4,9,0,4,4,2,0,0,3.5999999999999996,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,1,4,3.4604087792628686,8,0,8,1,0,9,0,0,0,2,7,2,3,4,8,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4.8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,3,5.894910556026826,3,0,6,0,4,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,5,0,0,2,0,0,9,9,0,0,7,5,0,5,4,0,0,4.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,3.3679851149735827,10,0,5,0,4,7,1,1,1,4,5,1,4,4,3,0,1,2,2,2,4,2,1,4,0,5,4,7,2,0,8,1,3,2,4,1,0,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,2,4.095052167061934,8,1,4,2,3,7,2,1,1,6,3,1,1,8,1,1,2,1,4,3,1,1,3,6,1,1,8,4,4,2,7,2,4,3,3,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3.192958605068184,8,0,4,1,3,7,0,2,2,3,5,0,2,7,0,0,2,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2.4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,4,4.725154699330208,3,0,5,2,3,7,1,1,1,3,6,2,3,3,4,0,0,3,2,0,5,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4.8,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,3,4.953738782733657,7,2,2,0,5,6,1,3,3,1,6,0,1,8,3,0,1,0,2,4,0,0,2,3,4,6,3,6,0,3,9,0,3,10,0,0,0,2.4,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1,2,5.11410149222652,1,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3.5999999999999996,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18,1,2,6.061883352887135,4,2,1,2,6,3,1,6,4,4,1,4,4,2,4,0,0,1,2,3,2,2,4,2,2,2,7,3,0,6,7,6,6,3,1,1,0,2.4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,4,4.072446669188272,10,0,5,1,3,8,2,1,1,2,7,0,2,7,1,0,0,1,1,5,1,2,3,4,1,1,8,7,1,1,8,1,2,3,2,2,0,4.8,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,4.809759155586784,8,0,4,0,5,7,0,2,2,1,6,0,2,7,0,0,0,3,6,0,0,1,1,6,2,4,5,5,2,3,8,1,3,4,2,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.5025533313942514,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,0,3.5999999999999996,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,3,6.36322897513225,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,4,3,2,2,1,1,8,7,0,2,5,4,1,2,4,2,0,7.199999999999999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
